symbol	NCG_symbol	entrez
TGM3L	TGM6	343641
TGY	TGM6	343641
dJ734P14.3	TGM6	343641
XKR7	XKR7	343702
C20orf159	XKR7	343702
dJ310O13.4	XKR7	343702
MSGN1	MSGN1	343930
MSOG	MSGN1	343930
pMsgn1	MSGN1	343930
CRACDL	CRACDL	343990
C2orf55	CRACDL	343990
KIAA1211L	CRACDL	343990
FIGLA	FIGLA	344018
BHLHC8	FIGLA	344018
FIGALPHA	FIGLA	344018
POF6	FIGLA	344018
NOTO	NOTO	344022
NCKAP5	NCKAP5	344148
ERIH1	NCKAP5	344148
ERIH2	NCKAP5	344148
NAP5	NCKAP5	344148
FOXI3	FOXI3	344167
EVX2	EVX2	344191
EVX-2	EVX2	344191
CDKL4	CDKL4	344387
SH3RF3	SH3RF3	344558
POSH2	SH3RF3	344558
SH3MD4	SH3RF3	344558
GPR148	GPR148	344561
BTR	GPR148	344561
PGR6	GPR148	344561
LRRIQ4	LRRIQ4	344657
LRRC64	LRRIQ4	344657
SAMD7	SAMD7	344658
AADACL2	AADACL2	344752
GPR149	GPR149	344758
IEDA	GPR149	344758
PGR10	GPR149	344758
R35	GPR149	344758
ZNF860	ZNF860	344787
TMPRSS7	TMPRSS7	344805
CD200R1L	CD200R1L	344807
CD200R2	CD200R1L	344807
CD200RLa	CD200R1L	344807
PAQR9	PAQR9	344838
RTP2	RTP2	344892
Z3CXXC2	RTP2	344892
OSTN	OSTN	344901
MUSCLIN	OSTN	344901
ATP13A5	ATP13A5	344905
REELD1	REELD1	345051
PRSS48	PRSS48	345062
ESSPL	PRSS48	345062
SOWAHB	SOWAHB	345079
ANKRD56	SOWAHB	345079
LRIT3	LRIT3	345193
CSNB1F	LRIT3	345193
FIGLER4	LRIT3	345193
MSANTD1	MSANTD1	345222
C4orf44	MSANTD1	345222
SLC10A6	SLC10A6	345274
HSD17B13	HSD17B13	345275
HMFN0376	HSD17B13	345275
NIIL497	HSD17B13	345275
SCDR9	HSD17B13	345275
SDR16C3	HSD17B13	345275
PFN3	PFN3	345456
ZNF879	ZNF879	345462
DKFZp686E2433	ZNF879	345462
PLCXD3	PLCXD3	345557
IRGM	IRGM	345611
IFI11	IRGM	345611
LRG-47	IRGM	345611
LRG47	IRGM	345611
FBLL1	FBLL1	345630
MCIDAS	MCIDAS	345643
CILD42	MCIDAS	345643
IDAS	MCIDAS	345643
MCI	MCIDAS	345643
MCIN	MCIDAS	345643
ACTBL2	ACTBL2	345651
FAM174A	FAM174A	345757
HGS_RE408	FAM174A	345757
NS5ATP6	FAM174A	345757
TMEM157	FAM174A	345757
UNQ1912	FAM174A	345757
MTX3	MTX3	345778
RSPH4A	RSPH4A	345895
CILD11	RSPH4A	345895
RSHL3	RSPH4A	345895
RSPH6B	RSPH4A	345895
dJ412I7.1	RSPH4A	345895
ECT2L	ECT2L	345930
ARHGEF32	ECT2L	345930
C6orf91	ECT2L	345930
FBXO49	ECT2L	345930
LFDH	ECT2L	345930
dJ509I19.2	ECT2L	345930
dJ509I19.3	ECT2L	345930
dJ509I19.5	ECT2L	345930
EYS	EYS	346007
C6orf178	EYS	346007
C6orf179	EYS	346007
C6orf180	EYS	346007
EGFL10	EYS	346007
EGFL11	EYS	346007
RP25	EYS	346007
SPAM	EYS	346007
bA166P24.2	EYS	346007
bA307F22.3	EYS	346007
bA74E24.1	EYS	346007
dJ1018A4.2	EYS	346007
dJ22I17.2	EYS	346007
dJ303F19.1	EYS	346007
ZNF391	ZNF391	346157
dJ153G14.3	ZNF391	346157
ZFP57	ZFP57	346171
C6orf40	ZFP57	346171
TNDM1	ZFP57	346171
ZNF698	ZFP57	346171
bA145L22	ZFP57	346171
bA145L22.2	ZFP57	346171
SEPTIN14	SEPTIN14	346288
SEPT14	SEPTIN14	346288
MACC1	MACC1	346389
7A5	MACC1	346389
SH3BP4L	MACC1	346389
OR6V1	OR6V1	346517
GPR138	OR6V1	346517
OR2A12	OR2A12	346525
OR2A12P	OR2A12	346525
OR2A16P	OR2A12	346525
OR2A1	OR2A1	346528
GNAT3	GNAT3	346562
GDCA	GNAT3	346562
MOGAT3	MOGAT3	346606
DGAT2L2	MOGAT3	346606
FAM71F2	FAM71F2	346653
FAM137B	FAM71F2	346653
STRA8	STRA8	346673
KLRG2	KLRG2	346689
CLEC15B	KLRG2	346689
SLC10A5	SLC10A5	347051
ADGRD2	ADGRD2	347088
GPR144	ADGRD2	347088
PGR24	ADGRD2	347088
QRFP	QRFP	347148
26RFa	QRFP	347148
P518	QRFP	347148
OR1J1	OR1J1	347168
OR9-18	OR1J1	347168
hg32	OR1J1	347168
OR1B1	OR1B1	347169
OR9-26	OR1B1	347169
OR9-B	OR1B1	347169
KIF24	KIF24	347240
C9orf48	KIF24	347240
bA571F15.4	KIF24	347240
IGFBPL1	IGFBPL1	347252
IGFBP-RP4	IGFBPL1	347252
IGFBPRP4	IGFBPL1	347252
bA113O24.1	IGFBPL1	347252
CAVIN4	CAVIN4	347273
MURC	CAVIN4	347273
cavin-4	CAVIN4	347273
ZNF81	ZNF81	347344
HFZ20	ZNF81	347344
MRX45	ZNF81	347344
dJ54B20.6	ZNF81	347344
ITIH6	ITIH6	347365
ITIH5L	ITIH6	347365
UNQ6369	ITIH6	347365
dJ14O9.1	ITIH6	347365
LANCL3	LANCL3	347404
MPC1L	MPC1L	347411
SLC54A3	MPC1L	347411
DCAF8L2	DCAF8L2	347442
WDR42C	DCAF8L2	347442
SOWAHD	SOWAHD	347454
ANKRD58	SOWAHD	347454
OR13H1	OR13H1	347468
ORX1	OR13H1	347468
CCDC160	CCDC160	347475
CXorf66	CXorf66	347487
SGPX	CXorf66	347487
DGAT2L6	DGAT2L6	347516
DC3	DGAT2L6	347516
RAB41	RAB41	347517
ARSH	ARSH	347527
sulfatase	ARSH	347527
MAGEB5	MAGEB5	347541
CT3.3	MAGEB5	347541
MAGE-B5	MAGEB5	347541
CENPVL3	CENPVL3	347549
CENPVP3	CENPVL3	347549
TUBB8	TUBB8	347688
OOMD2	TUBB8	347688
bA631M21.2	TUBB8	347688
LRRTM1	LRRTM1	347730
LRRTM3	LRRTM3	347731
CATSPER3	CATSPER3	347732
CACRC	CATSPER3	347732
TUBB2B	TUBB2B	347733
CDCBM7	TUBB2B	347733
PMGYSA	TUBB2B	347733
bA506K6.1	TUBB2B	347733
SLC35B2	SLC35B2	347734
PAPST1	SLC35B2	347734
SLL	SLC35B2	347734
UGTrel4	SLC35B2	347734
SERINC2	SERINC2	347735
FKSG84	SERINC2	347735
PRO0899	SERINC2	347735
TDE2L	SERINC2	347735
NME9	NME9	347736
NM23-H9	NME9	347736
NXL2	NME9	347736
TXL-2	NME9	347736
TXL2	NME9	347736
TXNDC6	NME9	347736
OTOP3	OTOP3	347741
C6orf52	C6orf52	347744
TBX10	TBX10	347853
TBX13	TBX10	347853
TBX7	TBX10	347853
GATD1	GATD1	347862
PDDC1	GATD1	347862
AMIGO2	AMIGO2	347902
ALI1	AMIGO2	347902
AMIGO-2	AMIGO2	347902
DEGA	AMIGO2	347902
TMEM255B	TMEM255B	348013
FAM70B	TMEM255B	348013
RBPMS2	RBPMS2	348093
ANKDD1A	ANKDD1A	348094
ARPIN	ARPIN	348110
ACSM2B	ACSM2B	348158
HXMA	ACSM2B	348158
HYST1046	ACSM2B	348158
CLEC18A	CLEC18A	348174
MRCL1	CLEC18A	348174
MRLP2	CLEC18A	348174
CTU2	CTU2	348180
C16orf84	CTU2	348180
MFRG	CTU2	348180
NCS2	CTU2	348180
UPF0432	CTU2	348180
SKA2	SKA2	348235
FAM33A	SKA2	348235
MCRIP1	MCRIP1	348262
FAM195B	MCRIP1	348262
GRAN2	MCRIP1	348262
MCRIP	MCRIP1	348262
SELENOV	SELENOV	348303
SELV	SELENOV	348303
ZNF530	ZNF530	348327
SHISAL2A	SHISAL2A	348378
FAM159A	SHISAL2A	348378
PRO7171	SHISAL2A	348378
WWLS2783	SHISAL2A	348378
FAM131C	FAM131C	348487
C1orf117	FAM131C	348487
C22orf34	C22orf34	348645
GEN1	GEN1	348654
Gen	GEN1	348654
FTCDNL1	FTCDNL1	348751
FONG	FTCDNL1	348751
WDR53	WDR53	348793
LNP1	LNP1	348801
NP3	LNP1	348801
CFAP100	CFAP100	348807
CCDC37	CFAP100	348807
MIA1	CFAP100	348807
SLC6A18	SLC6A18	348932
Xtrp2	SLC6A18	348932
NIPAL4	NIPAL4	348938
ARCI6	NIPAL4	348938
ICHTHYIN	NIPAL4	348938
ICHYN	NIPAL4	348938
HCN1	HCN1	348980
BCNG-1	HCN1	348980
BCNG1	HCN1	348980
EIEE24	HCN1	348980
GEFSP10	HCN1	348980
HAC-2	HCN1	348980
NUP43	NUP43	348995
bA350J20.1	NUP43	348995
ZNF713	ZNF713	349075
WDR86	WDR86	349136
GJC3	GJC3	349149
CX29	GJC3	349149
CX30.2	GJC3	349149
CX31.3	GJC3	349149
FOXD4L4	FOXD4L4	349334
FOXD4b	FOXD4L4	349334
bA460E7.2	FOXD4L4	349334
NMNAT3	NMNAT3	349565
FKSG76	NMNAT3	349565
PNAT-3	NMNAT3	349565
PNAT3	NMNAT3	349565
PLET1	PLET1	349633
C11orf34	PLET1	349633
RTN4RL2	RTN4RL2	349667
NGRH1	RTN4RL2	349667
NgR2	RTN4RL2	349667
GPR142	GPR142	350383
GPRg1b	GPR142	350383
DNAAF3	DNAAF3	352909
C19orf51	DNAAF3	352909
CILD2	DNAAF3	352909
PF22	DNAAF3	352909
CASTOR3	CASTOR3	352954
GATS	CASTOR3	352954
STAG3OS	CASTOR3	352954
C6orf58	C6orf58	352999
LEG1	C6orf58	352999
ZNF429	ZNF429	353088
RAET1G	RAET1G	353091
ULBP5	RAET1G	353091
RILPL1	RILPL1	353116
GOSPEL	RILPL1	353116
LCE1A	LCE1A	353131
LEP1	LCE1A	353131
LCE1B	LCE1B	353132
LEP2	LCE1B	353132
SPRL2A	LCE1B	353132
LCE1C	LCE1C	353133
LEP3	LCE1C	353133
LCE1D	LCE1D	353134
LEP4	LCE1D	353134
LCE1E	LCE1E	353135
LEP5	LCE1E	353135
LCE1F	LCE1F	353137
LEP6	LCE1F	353137
LCE2A	LCE2A	353139
LEP9	LCE2A	353139
LCE2C	LCE2C	353140
LEP11	LCE2C	353140
LCE2D	LCE2D	353141
LEP12	LCE2D	353141
SPRL1A	LCE2D	353141
LCE3A	LCE3A	353142
LEP13	LCE3A	353142
LCE3B	LCE3B	353143
LEP14	LCE3B	353143
LCE3C	LCE3C	353144
LEP15	LCE3C	353144
SPRL3A	LCE3C	353144
LCE3E	LCE3E	353145
LEP17	LCE3E	353145
TBC1D26	TBC1D26	353149
TAS2R42	TAS2R42	353164
T2R24	TAS2R42	353164
T2R42	TAS2R42	353164
T2R55	TAS2R42	353164
TAS2R55	TAS2R42	353164
ZACN	ZACN	353174
LGICZ	ZACN	353174
LGICZ1	ZACN	353174
SLCO4C1	SLCO4C1	353189
OATP-H	SLCO4C1	353189
OATP-M1	SLCO4C1	353189
OATP4C1	SLCO4C1	353189
OATPX	SLCO4C1	353189
PRO2176	SLCO4C1	353189
SLC21A20	SLCO4C1	353189
KAAG1	KAAG1	353219
RU2AS	KAAG1	353219
PADI6	PADI6	353238
PREMBL2	PADI6	353238
hPADVI	PADI6	353238
ZNF445	ZNF445	353274
ZFP445	ZNF445	353274
ZKSCAN15	ZNF445	353274
ZNF168	ZNF445	353274
ZSCAN47	ZNF445	353274
KRT26	KRT26	353288
CK26	KRT26	353288
K25	KRT26	353288
K25IRS2	KRT26	353288
K26	KRT26	353288
KRT25B	KRT26	353288
RGSL1	RGSL1	353299
RGSL	RGSL1	353299
RGSL2	RGSL1	353299
ANKRD37	ANKRD37	353322
Lrp2bp	ANKRD37	353322
KRTAP12-2	KRTAP12-2	353323
KAP12.2	KRTAP12-2	353323
KRTAP12.2	KRTAP12-2	353323
SPATA12	SPATA12	353324
SRG5	SPATA12	353324
KRTAP12-1	KRTAP12-1	353332
KAP12.1	KRTAP12-1	353332
KRTAP12.1	KRTAP12-1	353332
KRTAP10-10	KRTAP10-10	353333
KAP10.10	KRTAP10-10	353333
KAP18.10	KRTAP10-10	353333
KRTAP18-10	KRTAP10-10	353333
KRTAP18.10	KRTAP10-10	353333
GPR141	GPR141	353345
PGR13	GPR141	353345
ZNF233	ZNF233	353355
TICAM2	TICAM2	353376
POLN	POLN	353497
POL4P	POLN	353497
BMP8A	BMP8A	353500
OP-2	BMP8A	353500
VCY1B	VCY1B	353513
BPY1B	VCY1B	353513
LILRA5	LILRA5	353514
CD85	LILRA5	353514
CD85F	LILRA5	353514
ILT-11	LILRA5	353514
ILT11	LILRA5	353514
LILRB7	LILRA5	353514
LIR-9	LILRA5	353514
LIR9	LILRA5	353514
XKRY2	XKRY2	353515
XKRYP7	XKRY2	353515
BPIFB3	BPIFB3	359710
C20orf185	BPIFB3	359710
LPLUNC3	BPIFB3	359710
RYA3	BPIFB3	359710
DPPA3	DPPA3	359787
Pgc7	DPPA3	359787
STELLA	DPPA3	359787
RFLNB	RFLNB	359845
CFM1	RFLNB	359845
FAM101B	RFLNB	359845
IRF2BP2	IRF2BP2	359948
CVID14	IRF2BP2	359948
ZBTB41	ZBTB41	360023
FRBZ1	ZBTB41	360023
ZNF924	ZBTB41	360023
NANOGNB	NANOGNB	360030
TMPRSS9	TMPRSS9	360200
GLT6D1	GLT6D1	360203
GLTDC1	GLT6D1	360203
GT6M7	GLT6D1	360203
PRAC2	PRAC2	360205
C17orf93	PRAC2	360205
HOXB-AS5	PRAC2	360205
HOXB13-AS1	PRAC2	360205
HOXBAS5	PRAC2	360205
NCRNA00253	PRAC2	360205
PRSS41	PRSS41	360226
TESSP1	PRSS41	360226
GSTK1	GSTK1	373156
GST 13-13	GSTK1	373156
GST13	GSTK1	373156
GST13-13-1	GSTK1	373156
hGSTK1	GSTK1	373156
USP50	USP50	373509
USP41	USP41	373856
DND1	DND1	373863
RBMS4	DND1	373863
CDRT1	CDRT1	374286
C170RF1	CDRT1	374286
C17ORF1	CDRT1	374286
C17ORF1A	CDRT1	374286
FBXW10B	CDRT1	374286
FBXW10P1	CDRT1	374286
NDUFS7	NDUFS7	374291
CI-20	NDUFS7	374291
CI-20KD	NDUFS7	374291
MC1DN3	NDUFS7	374291
MY017	NDUFS7	374291
PSST	NDUFS7	374291
PTCHD3	PTCHD3	374308
PTR	PTCHD3	374308
NHLRC2	NHLRC2	374354
FINCA	NHLRC2	374354
CCDC172	CCDC172	374355
C10orf96	CCDC172	374355
GALNT18	GALNT18	374378
GALNACT18	GALNT18	374378
GALNTL4	GALNT18	374378
GalNAc-T15	GALNT18	374378
GalNAc-T18	GALNT18	374378
NCR3LG1	NCR3LG1	374383
B7-H6	NCR3LG1	374383
B7H6	NCR3LG1	374383
DKFZp686O24166	NCR3LG1	374383
FAM111B	FAM111B	374393
POIKTMP	FAM111B	374393
TMEM179B	TMEM179B	374395
TBC1D10C	TBC1D10C	374403
CARABIN	TBC1D10C	374403
EPI64C	TBC1D10C	374403
DNAJB13	DNAJB13	374407
CILD34	DNAJB13	374407
RSPH16A	DNAJB13	374407
TSARG5	DNAJB13	374407
TSARG6	DNAJB13	374407
KRT77	KRT77	374454
K1B	KRT77	374454
KRT1B	KRT77	374454
PTPRQ	PTPRQ	374462
DFNA73	PTPRQ	374462
DFNB84	PTPRQ	374462
DFNB84A	PTPRQ	374462
PTPGMC1	PTPRQ	374462
R-PTP-Q	PTPRQ	374462
C12orf42	C12orf42	374470
ASPG	ASPG	374569
C14orf76	ASPG	374569
GPA/WT	ASPG	374569
LYSOLP	ASPG	374569
TEX9	TEX9	374618
KIF7	KIF7	374654
AGBK	KIF7	374654
JBTS12	KIF7	374654
UNQ340	KIF7	374654
ZNF710	ZNF710	374655
HDDC3	HDDC3	374659
(ppGpp)ase	HDDC3	374659
MESH1	HDDC3	374659
TEPP	TEPP	374739
SPEM1	SPEM1	374768
C17orf83	SPEM1	374768
EFCAB5	EFCAB5	374786
LRRC37A3	LRRC37A3	374819
ANKRD30B	ANKRD30B	374860
NY-BR-1.1	ANKRD30B	374860
CCDC178	CCDC178	374864
C18orf34	CCDC178	374864
ATP9B	ATP9B	374868
ATPASEP	ATP9B	374868
ATPIIB	ATP9B	374868
HUSSY-20	ATP9B	374868
NEO1L	ATP9B	374868
hMMR1	ATP9B	374868
PEAK3	PEAK3	374872
C19orf35	PEAK3	374872
HSD11B1L	HSD11B1L	374875
11-DH3	HSD11B1L	374875
11-beta-HSD3	HSD11B1L	374875
HSD1L	HSD11B1L	374875
SCDR10	HSD11B1L	374875
SCDR10B	HSD11B1L	374875
SDR26C2	HSD11B1L	374875
TEX45	TEX45	374877
C19orf45	TEX45	374877
ZNF699	ZNF699	374879
hang	ZNF699	374879
TMEM205	TMEM205	374882
UNQ501	TMEM205	374882
YJEFN3	YJEFN3	374887
SBSN	SBSN	374897
UNQ698	SBSN	374897
ZNF829	ZNF829	374899
ZNF568	ZNF568	374900
ZFP568	ZNF568	374900
B3GNT8	B3GNT8	374907
B3GALT7	B3GNT8	374907
BGALT15	B3GNT8	374907
IGFL1	IGFL1	374918
APRG644	IGFL1	374918
UNQ644	IGFL1	374918
ZSWIM9	ZSWIM9	374920
C19orf68	ZSWIM9	374920
ZNF773	ZNF773	374928
ZNF419B	ZNF773	374928
DRAXIN	DRAXIN	374946
AGPA3119	DRAXIN	374946
C1orf187	DRAXIN	374946
UNQ3119	DRAXIN	374946
neucrin	DRAXIN	374946
SPATA21	SPATA21	374955
spergen-2	SPATA21	374955
spergen2	SPATA21	374955
SVBP	SVBP	374969
CCDC23	SVBP	374969
NEDAHM	SVBP	374969
TEX38	TEX38	374973
ATPAF1-AS1	TEX38	374973
C1orf223	TEX38	374973
THEG4	TEX38	374973
MROH7	MROH7	374977
C1orf175	MROH7	374977
HEATR8	MROH7	374977
MIGA1	MIGA1	374986
FAM73A	MIGA1	374986
PEAR1	PEAR1	375033
JEDI	PEAR1	375033
MEGF12	PEAR1	375033
SFT2D2	SFT2D2	375035
UNQ512	SFT2D2	375035
dJ747L4.C1.2	SFT2D2	375035
MIA3	MIA3	375056
D320	MIA3	375056
TANGO1	MIA3	375056
UNQ6077	MIA3	375056
STUM	STUM	375057
C1orf95	STUM	375057
FAM89A	FAM89A	375061
C1orf153	FAM89A	375061
PFN4	PFN4	375189
FAM228B	FAM228B	375190
ANKRD36	ANKRD36	375248
UNQ2430	ANKRD36	375248
RBM43	RBM43	375287
C2orf38	RBM43	375287
CERKL	CERKL	375298
RP26	CERKL	375298
CATIP	CATIP	375307
C2orf62	CATIP	375307
RBM44	RBM44	375316
AQP12A	AQP12A	375318
AQP-12	AQP12A	375318
AQP12	AQP12A	375318
AQPX2	AQP12A	375318
LHFPL4	LHFPL4	375323
GARLH4	LHFPL4	375323
TOPAZ1	TOPAZ1	375337
C3orf77	TOPAZ1	375337
C3orf62	C3orf62	375341
STIMATE	STIMATE	375346
TMEM110	STIMATE	375346
NRROS	NRROS	375387
ELLP3030	NRROS	375387
GARPL1	NRROS	375387
LRRC33	NRROS	375387
SENEBAC	NRROS	375387
UNQ3030	NRROS	375387
C5orf34	C5orf34	375444
MAST4	MAST4	375449
SIMC1	SIMC1	375484
C5orf25	SIMC1	375484
OOMA1	SIMC1	375484
PLEIAD	SIMC1	375484
GJB7	GJB7	375519
CX25	GJB7	375519
bA136M9.1	GJB7	375519
connexin25	GJB7	375519
VWC2	VWC2	375567
PSST739	VWC2	375567
UNQ739	VWC2	375567
TRIM73	TRIM73	375593
TRIM50B	TRIM73	375593
NAT16	NAT16	375607
C7orf52	NAT16	375607
SLC26A5	SLC26A5	375611
DFNB61	SLC26A5	375611
PRES	SLC26A5	375611
LHFPL3	LHFPL3	375612
KCP	KCP	375616
CRIM21	KCP	375616
NET67	KCP	375616
SPATC1	SPATC1	375686
SPATA15	SPATC1	375686
ENHO	ENHO	375704
C9orf165	ENHO	375704
UNQ470	ENHO	375704
PTAR1	PTAR1	375743
ERCC6L2	ERCC6L2	375748
BMFS2	ERCC6L2	375748
C9orf102	ERCC6L2	375748
HEBO	ERCC6L2	375748
SR278	ERCC6L2	375748
SWI5	SWI5	375757
C9orf119	SWI5	375757
SAE3	SWI5	375757
C9orf50	C9orf50	375759
PNPLA7	PNPLA7	375775
C9orf111	PNPLA7	375775
NTE-R1	PNPLA7	375775
NTEL1	PNPLA7	375775
AGRN	AGRN	375790
AGRIN	AGRN	375790
CMS8	AGRN	375790
CMSPPD	AGRN	375790
CYSRT1	CYSRT1	375791
C9orf169	CYSRT1	375791
LRRC10	LRRC10	376132
HRLRRPA	LRRC10	376132
RAB15	RAB15	376267
SLC27A1	SLC27A1	376497
ACSVL5	SLC27A1	376497
FATP	SLC27A1	376497
FATP-1	SLC27A1	376497
FATP1	SLC27A1	376497
ZC3H6	ZC3H6	376940
ZC3HDC6	ZC3H6	376940
KLHL30	KLHL30	377007
USP17L2	USP17L2	377630
DUB-3	USP17L2	377630
DUB3	USP17L2	377630
USP17	USP17L2	377630
CA13	CA13	377677
CAXIII	CA13	377677
ENTPD8	ENTPD8	377841
E-NTPDase	ENTPD8	377841
GLSR2492	ENTPD8	377841
NTPDase-8	ENTPD8	377841
UNQ2492	ENTPD8	377841
TRIM74	TRIM74	378108
TRIM50C	TRIM74	378108
CENPS	CENPS	378708
CATSPER4	CATSPER4	378807
NHLRC1	NHLRC1	378884
EPM2B	NHLRC1	378884
MALIN	NHLRC1	378884
bA204B7.2	NHLRC1	378884
RNF148	RNF148	378925
RBMY1B	RBMY1B	378948
RBMY1D	RBMY1D	378949
hRBMY	RBMY1D	378949
RBMY1E	RBMY1E	378950
RBMY1J	RBMY1J	378951
KCTD8	KCTD8	386617
KCTD4	KCTD4	386618
bA321C24.3	KCTD4	386618
IL31	IL31	386653
IL-31	IL31	386653
KRTAP10-4	KRTAP10-4	386672
KAP10.4	KRTAP10-4	386672
KAP18-4	KRTAP10-4	386672
KRTAP10.4	KRTAP10-4	386672
KRTAP18-4	KRTAP10-4	386672
KRTAP18.4	KRTAP10-4	386672
KRTAP10-6	KRTAP10-6	386674
KAP10.6	KRTAP10-6	386674
KAP18.6	KRTAP10-6	386674
KRTAP18-6	KRTAP10-6	386674
KRTAP18.6	KRTAP10-6	386674
KRTAP10-7	KRTAP10-7	386675
KAP10.7	KRTAP10-7	386675
KAP18.7	KRTAP10-7	386675
KRTAP18-7	KRTAP10-7	386675
KRTAP10-9	KRTAP10-9	386676
KAP18.9	KRTAP10-9	386676
KRTAP10-1	KRTAP10-1	386677
KAP10.1	KRTAP10-1	386677
KAP18-1	KRTAP10-1	386677
KAP18.1	KRTAP10-1	386677
KRTAP10.1	KRTAP10-1	386677
KRTAP18-1	KRTAP10-1	386677
KRTAP10-11	KRTAP10-11	386678
KAP10.11	KRTAP10-11	386678
KAP18-9	KRTAP10-11	386678
KAP18.11	KRTAP10-11	386678
KRTAP10.9	KRTAP10-11	386678
KRTAP18-11	KRTAP10-11	386678
KRTAP18.11	KRTAP10-11	386678
KRTAP18.9	KRTAP10-11	386678
KRTAP10-2	KRTAP10-2	386679
KAP10.2	KRTAP10-2	386679
KAP18-2	KRTAP10-2	386679
KAP18.2	KRTAP10-2	386679
KRTAP10.2	KRTAP10-2	386679
KRTAP18-2	KRTAP10-2	386679
KRTAP18.2	KRTAP10-2	386679
KRTAP10-5	KRTAP10-5	386680
KAP10.5	KRTAP10-5	386680
KAP18-5	KRTAP10-5	386680
KAP18.5	KRTAP10-5	386680
KRTAP10.5	KRTAP10-5	386680
KRTAP18-5	KRTAP10-5	386680
KRTAP18.5	KRTAP10-5	386680
KRTAP10-8	KRTAP10-8	386681
KAP10.8	KRTAP10-8	386681
KRTAP18-8	KRTAP10-8	386681
KRTAP18.8	KRTAP10-8	386681
KRTAP10-3	KRTAP10-3	386682
KAP10.3	KRTAP10-3	386682
KAP18-3	KRTAP10-3	386682
KAP18.3	KRTAP10-3	386682
KRTAP10.3	KRTAP10-3	386682
KRTAP18-3	KRTAP10-3	386682
KRTAP18.3	KRTAP10-3	386682
KRTAP12-3	KRTAP12-3	386683
KRTAP12.3	KRTAP12-3	386683
KRTAP12-4	KRTAP12-4	386684
KRTAP12.4	KRTAP12-4	386684
KRTAP10-12	KRTAP10-12	386685
KAP10.12	KRTAP10-12	386685
KRTAP18-12	KRTAP10-12	386685
KRTAP18.12	KRTAP10-12	386685
AMIGO3	AMIGO3	386724
ALI3	AMIGO3	386724
AMIGO-3	AMIGO3	386724
MRGPRG	MRGPRG	386746
GPR169	MRGPRG	386746
MRGG	MRGPRG	386746
ZKSCAN4	ZKSCAN4	387032
P1P373C6	ZKSCAN4	387032
ZNF307	ZKSCAN4	387032
ZNF427	ZKSCAN4	387032
ZSCAN36	ZKSCAN4	387032
SUMO4	SUMO4	387082
IDDM5	SUMO4	387082
SMT3H4	SUMO4	387082
SUMO-4	SUMO4	387082
dJ281H8.4	SUMO4	387082
CENPW	CENPW	387103
C6orf173	CENPW	387103
CENP-W	CENPW	387103
CUG2	CENPW	387103
SOGA3	SOGA3	387104
C6orf174	SOGA3	387104
dJ403A15.3	SOGA3	387104
CEP85L	CEP85L	387119
C6orf204	CEP85L	387119
LIS10	CEP85L	387119
NY-BR-15	CEP85L	387119
bA57K17.2	CEP85L	387119
NPSR1	NPSR1	387129
ASRT2	NPSR1	387129
GPR154	NPSR1	387129
GPRA	NPSR1	387129
NPSR	NPSR1	387129
PGR14	NPSR1	387129
VRR1	NPSR1	387129
C6orf120	C6orf120	387263
KRTAP5-1	KRTAP5-1	387264
KRN1L	KRTAP5-1	387264
KRTAP5.1	KRTAP5-1	387264
KRTAP5-3	KRTAP5-3	387266
KRTAP5.3	KRTAP5-3	387266
KRTAP5-4	KRTAP5-4	387267
KRTAP5.4	KRTAP5-4	387267
KRTAP5-10	KRTAP5-10	387273
KRTAP5.10	KRTAP5-10	387273
TBPL2	TBPL2	387332
TBP2	TBPL2	387332
TRF3	TBPL2	387332
NSUN4	NSUN4	387338
SHTAP	NSUN4	387338
THEMIS	THEMIS	387357
C6orf190	THEMIS	387357
C6orf207	THEMIS	387357
SPOT	THEMIS	387357
TSEPA	THEMIS	387357
RASL11A	RASL11A	387496
GPR153	GPR153	387509
PEDS1	PEDS1	387521
CarF	PEDS1	387521
KUA	PEDS1	387521
TMEM189	PEDS1	387521
PEDS1-UBE2V1	PEDS1-UBE2V1	387522
CROC-1B	PEDS1-UBE2V1	387522
CROC1B	PEDS1-UBE2V1	387522
KUA-UEV	PEDS1-UBE2V1	387522
TMEM189-UBE2V1	PEDS1-UBE2V1	387522
ILDR2	ILDR2	387597
C1orf32	ILDR2	387597
dJ782G3.1	ILDR2	387597
SLC22A25	SLC22A25	387601
HIMTP	SLC22A25	387601
UST6	SLC22A25	387601
SKIDA1	SKIDA1	387640
C10orf140	SKIDA1	387640
DLN-1	SKIDA1	387640
WASHC2A	WASHC2A	387680
FAM21B	WASHC2A	387680
bA56A21.1	WASHC2A	387680
bA98I6.1	WASHC2A	387680
SH2D4B	SH2D4B	387694
C10orf99	C10orf99	387695
AP-57	C10orf99	387695
AP57	C10orf99	387695
CSBF	C10orf99	387695
GPR15L	C10orf99	387695
UNQ1833	C10orf99	387695
SLC16A12	SLC16A12	387700
CJMG	SLC16A12	387700
CTRCT47	SLC16A12	387700
MCT12	SLC16A12	387700
CC2D2B	CC2D2B	387707
C10orf130	CC2D2B	387707
C10orf131	CC2D2B	387707
ENO4	ENO4	387712
C10orf134	ENO4	387712
ARMS2	ARMS2	387715
ARMD8	ARMS2	387715
TEX36	TEX36	387718
C10orf122	TEX36	387718
bA383C5.1	TEX36	387718
C10orf143	C10orf143	387723
LINC00959	C10orf143	387723
